Candidate_ID,Gender,Age,Education_Level,Experience_Years,Skill_Score,Aptitude_Test_Score,Technical_Test_Score,Communication_Score,Certifications_Count,Previous_Companies,Interview_Score,Location,Job_Role_Applied,Expected_Salary,Hiring_Decision
300,Male,24,Diploma,11,1,40,53,41,9.0,6,90,Semi-Urban,HR Executive,33256,0
301,Male,22,Bachelors,1,34,89,83,40,1.0,4,17,Urban,Manager,59888,0
302,Male,56,Diploma,15,33,61,74,95,0.0,6,11,Urban,Software Engineer,90688,0
303,Male,33,Bachelors,6,41,60,0,77,1.0,4,32,Urban,Manager,61415,0
304,Female,57,High School,1,53,71,33,87,9.0,3,45,Urban,Data Analyst,134384,0
305,Female,29,High School,4,22,42,18,59,9.0,1,46,Semi-Urban,HR Executive,32668,0
306,Other,28,Bachelors,5,30,72,38,37,7.0,2,6,Urban,Manager,81406,0
307,Male,53,Bachelors,15,14,84,82,60,5.0,0,80,Urban,ML Engineer,53066,1
308,Male,50,Bachelors,13,8,67,32,93,9.0,4,30,Urban,Manager,26939,0
309,Female,53,Bachelors,4,49,91,46,3,6.0,0,5,Urban,Software Engineer,110384,0
310,Male,37,Diploma,0,53,92,59,48,6.0,5,22,Rural,ML Engineer,20979,0
311,Male,55,Bachelors,4,81,92,61,50,3.0,1,61,Urban,Software Engineer,42621,1
312,Male,44,Masters,16,58,74,11,56,5.0,0,69,Urban,Manager,26524,0
313,Male,42,Masters,3,90,35,33,98,7.0,0,58,Rural,Software Engineer,134946,0
314,Other,24,Bachelors,14,89,29,25,0,6.0,3,67,Semi-Urban,Software Engineer,109350,0
315,Female,29,Bachelors,11,74,66,5,31,5.0,7,12,Semi-Urban,ML Engineer,147204,0
316,Female,23,High School,17,62,64,87,90,4.0,1,24,Semi-Urban,HR Executive,57936,0
317,Male,36,Bachelors,4,19,59,73,1,8.0,2,74,Urban,Data Analyst,36293,0
318,Male,58,High School,9,3,17,17,11,5.0,3,31,Semi-Urban,Manager,97296,0
319,Male,27,High School,13,12,99,14,42,8.0,0,97,Semi-Urban,ML Engineer,138541,0
320,Male,40,Diploma,14,6,14,11,42,6.0,1,84,Urban,HR Executive,67952,0
321,Male,38,High School,13,12,24,8,63,1.0,0,81,Semi-Urban,Software Engineer,73568,0
322,Female,52,Diploma,15,60,12,61,92,1.0,6,36,Urban,Manager,142320,0
323,Female,31,High School,15,75,89,60,80,4.0,6,9,Semi-Urban,HR Executive,80913,0
324,Male,50,Masters,15,96,36,6,67,8.0,0,86,Urban,Data Analyst,27526,0
325,Other,44,Bachelors,2,93,13,10,81,4.0,2,91,Semi-Urban,ML Engineer,26018,0
326,Female,47,PhD,13,36,76,65,76,0.0,6,24,Rural,ML Engineer,68732,0
327,Male,51,Bachelors,10,8,24,81,53,0.0,2,63,Urban,HR Executive,72587,0
328,Female,26,Bachelors,18,42,58,98,47,9.0,6,45,Urban,Data Analyst,34084,1
329,Male,47,Masters,0,94,52,69,90,9.0,0,72,Semi-Urban,Software Engineer,89629,1
330,Male,35,Masters,8,16,45,20,78,0.0,4,12,Semi-Urban,ML Engineer,124863,0
331,Male,33,High School,12,66,26,81,37,0.0,4,89,Semi-Urban,HR Executive,99105,1
332,Female,27,Bachelors,19,78,56,22,83,3.0,4,80,Urban,Manager,74519,0
333,Male,59,Bachelors,2,51,47,87,77,4.0,6,74,Semi-Urban,HR Executive,101104,1
334,Male,52,Bachelors,7,87,7,28,43,5.0,0,96,Urban,ML Engineer,118951,0
335,Male,40,PhD,3,13,8,82,51,6.0,7,34,Urban,Data Analyst,44096,0
336,Male,32,Diploma,13,85,19,55,1,4.0,0,22,Urban,Manager,108973,0
337,Female,38,Bachelors,11,84,80,36,6,2.0,1,37,Semi-Urban,Manager,142052,0
338,Female,34,Masters,5,47,30,33,37,4.0,2,55,Semi-Urban,ML Engineer,47185,0
339,Male,38,Diploma,15,31,34,38,18,6.0,0,14,Urban,Data Analyst,113867,0
340,Male,41,Diploma,10,41,12,29,35,3.0,5,80,Urban,ML Engineer,31553,0
341,Male,53,Bachelors,7,57,47,86,60,1.0,7,26,Urban,Software Engineer,144132,0
342,Male,50,Bachelors,4,45,41,18,56,7.0,2,60,Rural,Data Analyst,32817,0
343,Male,38,Diploma,4,17,98,84,79,4.0,6,47,Urban,Software Engineer,66743,1
344,Male,23,Diploma,1,36,26,79,23,3.0,5,33,Urban,Software Engineer,90630,0
345,Male,52,Bachelors,3,88,58,8,94,8.0,7,67,Urban,Software Engineer,90629,0
346,Female,22,Bachelors,15,39,58,99,20,7.0,4,87,Urban,Manager,35745,1
347,Female,31,Diploma,15,15,46,36,12,0.0,3,17,Semi-Urban,Data Analyst,66761,0
348,Male,22,Diploma,5,8,59,86,76,2.0,1,70,Rural,ML Engineer,148731,0
349,Male,51,Diploma,17,21,30,94,17,3.0,6,33,Semi-Urban,HR Executive,45130,0
350,Female,55,Bachelors,14,93,68,14,73,1.0,5,13,Urban,Manager,140786,0
351,Male,49,Diploma,14,91,91,57,35,5.0,2,83,Semi-Urban,HR Executive,82156,1
352,Female,49,Diploma,13,6,21,94,95,1.0,0,22,Rural,Manager,136543,0
353,Female,53,Diploma,17,59,12,26,90,5.0,4,48,Semi-Urban,Manager,114499,0
354,Male,23,PhD,0,57,46,12,86,0.0,0,18,Urban,Manager,58651,0
355,Male,21,High School,11,62,6,33,63,3.0,5,58,Urban,HR Executive,76145,0
356,Female,32,Bachelors,9,48,86,83,21,1.0,7,45,Urban,ML Engineer,62359,1
357,Male,25,High School,11,23,95,89,31,4.0,5,41,Urban,ML Engineer,115084,1
358,Male,34,Bachelors,13,3,71,45,86,3.0,4,27,Semi-Urban,HR Executive,44346,0
359,Female,53,High School,12,47,18,1,98,3.0,2,1,Urban,Software Engineer,71126,0
360,Male,27,Masters,19,27,54,39,67,1.0,2,69,Urban,Manager,147816,0
361,Male,57,PhD,0,99,98,21,77,2.0,3,80,Semi-Urban,ML Engineer,47167,1
362,Female,50,Masters,12,19,60,53,51,1.0,2,59,Semi-Urban,ML Engineer,74606,0
363,Male,38,Diploma,14,50,91,3,86,8.0,6,99,Urban,Software Engineer,77370,1
364,Male,57,Diploma,12,4,65,6,66,6.0,1,51,Urban,ML Engineer,113769,0
365,Female,38,PhD,16,86,76,3,43,5.0,3,54,Semi-Urban,Data Analyst,87678,0
366,Male,56,PhD,11,32,65,0,3,4.0,6,48,Urban,Data Analyst,32671,0
367,Other,30,High School,3,73,43,36,30,3.0,7,25,Rural,ML Engineer,141234,0
368,Female,50,Diploma,2,21,55,73,97,4.0,7,60,Urban,Data Analyst,41961,0
369,Male,34,High School,14,1,81,28,42,2.0,3,92,Urban,Manager,106514,0
370,Male,41,Diploma,11,84,91,47,73,3.0,1,11,Urban,Manager,105283,0
371,Male,43,Bachelors,18,59,77,77,29,6.0,7,0,Urban,HR Executive,120201,0
372,Male,41,Bachelors,11,13,28,58,74,4.0,6,18,Semi-Urban,ML Engineer,81555,0
373,Male,52,Bachelors,2,5,0,98,52,8.0,1,31,Rural,ML Engineer,80369,0
374,Female,50,High School,14,87,17,74,1,8.0,2,79,Urban,HR Executive,59992,1
375,Male,52,Diploma,15,23,26,62,60,5.0,6,88,Urban,ML Engineer,32386,0
376,Male,32,Masters,9,68,52,55,39,0.0,4,3,Urban,HR Executive,107556,0
377,Female,38,High School,7,75,74,75,12,1.0,1,51,Rural,HR Executive,76569,1
378,Male,58,Bachelors,17,16,40,23,33,1.0,3,80,Urban,Data Analyst,72130,0
379,Female,42,High School,8,88,78,85,38,5.0,5,78,Urban,Manager,72917,1
380,Male,59,Diploma,4,16,68,54,64,2.0,1,46,Urban,HR Executive,95851,0
381,Male,24,Bachelors,7,74,18,61,5,0.0,2,61,Rural,Manager,46565,0
382,Female,30,Masters,15,43,92,5,92,9.0,6,15,Urban,Data Analyst,40221,0
383,Female,49,High School,16,18,39,68,59,9.0,7,89,Rural,ML Engineer,105159,0
384,Female,36,PhD,13,45,12,63,21,4.0,5,27,Semi-Urban,Manager,66592,0
385,Female,54,PhD,17,88,71,55,18,3.0,2,63,Urban,Manager,66156,1
386,Female,39,PhD,3,76,99,81,95,5.0,7,36,Semi-Urban,Software Engineer,131473,1
387,Male,30,Diploma,15,41,73,38,71,6.0,6,59,Urban,ML Engineer,149600,0
388,Male,32,Bachelors,3,15,76,89,78,5.0,4,20,Urban,Manager,99785,0
389,Female,28,Masters,5,96,40,91,33,3.0,7,74,Urban,Data Analyst,49392,1
390,Female,35,Diploma,0,88,35,77,34,5.0,6,34,Semi-Urban,Data Analyst,101710,0
391,Other,55,Bachelors,19,81,78,30,63,2.0,0,4,Semi-Urban,Manager,25384,0
392,Male,52,Masters,6,59,47,7,78,8.0,2,58,Urban,HR Executive,59598,0
393,Male,45,PhD,6,26,0,6,58,0.0,0,28,Urban,ML Engineer,83194,0
394,Female,42,Diploma,12,54,56,67,81,8.0,7,35,Semi-Urban,Manager,138599,0
395,Male,36,Bachelors,8,93,11,25,32,3.0,0,51,Semi-Urban,Manager,44398,0
396,Female,38,Diploma,17,59,16,48,10,2.0,1,71,Urban,HR Executive,45397,0
397,Female,47,Bachelors,8,75,51,90,78,5.0,5,3,Rural,Data Analyst,26722,0
398,Male,40,Masters,18,88,53,54,81,2.0,2,20,Urban,HR Executive,139998,0
399,Female,39,Diploma,3,72,94,1,75,9.0,6,31,Semi-Urban,Data Analyst,67151,0
400,Female,37,Diploma,9,98,11,10,8,4.0,5,42,Semi-Urban,Software Engineer,121921,0
401,Male,51,Masters,5,92,18,47,60,1.0,1,87,Urban,Data Analyst,76454,1
402,Female,28,Diploma,13,65,11,6,40,9.0,5,3,Urban,Data Analyst,36518,0
403,Male,21,Masters,19,50,90,93,6,7.0,3,46,Rural,ML Engineer,134180,1
404,Female,48,High School,14,12,4,75,1,0.0,0,67,Semi-Urban,HR Executive,108610,0
405,Male,46,PhD,3,72,59,55,27,5.0,2,16,Urban,HR Executive,123585,0
406,Female,21,Bachelors,16,26,74,5,83,0.0,2,8,Urban,Data Analyst,117607,0
407,Male,49,Diploma,6,54,77,32,11,8.0,6,82,Urban,ML Engineer,98744,1
408,Male,45,PhD,18,99,33,75,0,2.0,5,70,Semi-Urban,Manager,112781,1
409,Female,53,Diploma,5,92,1,4,33,5.0,4,15,Urban,ML Engineer,34741,0
410,Male,30,Masters,2,34,15,43,2,7.0,1,54,Rural,Manager,68518,0
411,Male,55,Masters,12,45,93,77,24,1.0,0,88,Urban,Data Analyst,79689,1
412,Other,57,High School,17,54,79,94,72,1.0,6,65,Rural,Data Analyst,55934,1
413,Other,37,Bachelors,8,88,26,48,47,4.0,3,7,Semi-Urban,Software Engineer,75003,0
414,Male,34,Bachelors,15,58,33,57,10,9.0,3,51,Semi-Urban,Manager,62119,0
415,Female,40,Bachelors,17,25,28,49,39,8.0,0,29,Urban,HR Executive,54406,0
416,Male,36,Diploma,4,22,69,42,46,6.0,5,58,Urban,Manager,103355,0
417,Male,24,High School,14,2,28,46,57,7.0,1,44,Semi-Urban,Data Analyst,137608,0
418,Male,38,Bachelors,4,73,78,44,37,2.0,1,73,Semi-Urban,Data Analyst,108691,1
419,Female,59,Diploma,10,87,81,96,24,0.0,6,46,Urban,Manager,28358,1
420,Female,24,Bachelors,8,98,29,92,85,7.0,5,78,Urban,Software Engineer,49166,1
421,Female,46,Bachelors,9,80,35,15,71,2.0,6,30,Urban,HR Executive,98192,0
422,Female,33,High School,0,13,23,16,0,3.0,1,94,Semi-Urban,Manager,51236,0
423,Male,45,Bachelors,12,55,44,97,63,3.0,5,78,Urban,ML Engineer,75455,1
424,Male,41,Bachelors,19,94,1,44,86,7.0,3,57,Semi-Urban,ML Engineer,82567,0
425,Male,33,Masters,15,12,80,60,40,8.0,3,67,Urban,Software Engineer,53202,0
426,Male,41,Bachelors,16,61,12,97,40,8.0,3,65,Urban,Data Analyst,119924,1
427,Male,35,Bachelors,19,4,52,2,92,9.0,4,57,Urban,Software Engineer,64562,0
428,Female,51,Masters,14,19,80,48,41,7.0,4,30,Semi-Urban,Data Analyst,34571,0
429,Male,25,Bachelors,17,87,96,41,68,8.0,4,23,Urban,HR Executive,28847,1
430,Male,41,Diploma,9,83,74,22,93,6.0,5,56,Rural,HR Executive,132844,1
431,Male,41,Bachelors,15,65,85,83,88,9.0,6,47,Urban,HR Executive,112116,1
432,Female,29,Masters,16,89,4,77,14,6.0,5,91,Urban,HR Executive,80270,1
433,Female,29,Bachelors,8,99,49,33,38,5.0,2,1,Semi-Urban,Data Analyst,47760,0
434,Male,29,Masters,16,37,85,42,23,9.0,3,17,Rural,Manager,61519,0
435,Male,29,Bachelors,11,60,3,35,82,2.0,7,36,Rural,Manager,101021,0
436,Female,34,Bachelors,1,38,6,1,15,9.0,4,41,Semi-Urban,ML Engineer,100668,0
437,Male,42,High School,12,64,45,51,33,9.0,5,85,Rural,Manager,101193,1
438,Female,24,Bachelors,16,48,69,11,74,6.0,6,14,Urban,ML Engineer,80894,0
439,Female,50,PhD,19,14,90,19,47,1.0,2,99,Urban,Data Analyst,147338,0
440,Male,32,Masters,14,94,93,28,53,9.0,1,73,Urban,HR Executive,66400,1
441,Male,57,Masters,7,55,18,40,34,0.0,0,9,Semi-Urban,ML Engineer,69201,0
442,Other,49,Masters,13,6,90,78,95,2.0,0,92,Urban,Software Engineer,98913,1
443,Male,36,Bachelors,11,53,47,66,20,6.0,0,76,Semi-Urban,ML Engineer,30510,1
444,Male,35,Bachelors,19,30,47,75,72,4.0,2,71,Semi-Urban,ML Engineer,143887,0
445,Female,28,Masters,9,34,72,90,34,3.0,2,57,Semi-Urban,ML Engineer,32434,1
446,Female,30,Diploma,19,68,55,81,72,6.0,1,8,Urban,HR Executive,124603,0
447,Other,35,Bachelors,4,37,23,0,96,2.0,7,80,Urban,Manager,102748,0
448,Female,53,Bachelors,1,43,63,82,55,1.0,2,64,Urban,Data Analyst,127618,1
449,Male,28,Bachelors,18,40,26,58,95,0.0,1,51,Rural,Data Analyst,133763,0
450,Male,48,Diploma,5,21,31,54,24,7.0,4,89,Rural,Data Analyst,105449,0
451,Female,33,Masters,12,18,48,80,65,5.0,1,78,Urban,ML Engineer,122850,0
452,Male,41,Diploma,3,94,31,23,20,7.0,5,17,Urban,Manager,100145,0
453,Male,33,Masters,7,86,98,4,15,3.0,5,91,Urban,HR Executive,29823,1
454,Female,53,Bachelors,5,16,21,71,52,3.0,5,77,Urban,HR Executive,54232,0
455,Male,42,PhD,7,48,49,87,66,8.0,7,18,Urban,Data Analyst,131165,0
456,Male,35,Bachelors,9,87,15,7,13,6.0,2,81,Urban,Manager,49274,0
457,Male,42,Bachelors,14,37,95,63,58,0.0,7,62,Semi-Urban,Data Analyst,135249,1
458,Male,39,Bachelors,10,23,81,57,22,1.0,2,38,Urban,Software Engineer,105804,0
459,Male,32,High School,8,90,42,73,91,1.0,7,87,Urban,Manager,48276,1
460,Male,45,Diploma,8,69,29,60,54,7.0,3,92,Semi-Urban,Software Engineer,49778,1
461,Male,46,Bachelors,19,48,33,79,56,1.0,2,52,Urban,Manager,124043,0
462,Female,45,Bachelors,19,2,3,95,39,7.0,4,83,Urban,Manager,33215,0
463,Female,47,Bachelors,12,75,21,94,3,4.0,4,11,Urban,Manager,74920,0
464,Male,59,Masters,18,9,87,19,25,0.0,3,46,Rural,Software Engineer,76925,0
465,Other,49,Bachelors,5,58,47,75,56,4.0,5,97,Urban,HR Executive,97759,1
466,Male,50,Bachelors,18,19,3,78,93,4.0,6,41,Semi-Urban,Software Engineer,132718,0
467,Male,41,High School,4,60,60,53,2,8.0,0,19,Urban,HR Executive,28336,0
468,Female,43,PhD,6,33,21,2,43,4.0,0,88,Rural,HR Executive,147333,0
469,Male,30,Diploma,13,13,8,88,26,1.0,3,57,Urban,HR Executive,65232,0
470,Other,51,Masters,5,47,55,24,11,2.0,5,57,Semi-Urban,Software Engineer,100687,0
471,Male,22,High School,17,78,3,3,62,9.0,5,16,Urban,Software Engineer,62360,0
472,Other,31,Diploma,13,10,30,40,26,9.0,2,40,Urban,Manager,55442,0
473,Male,59,High School,6,65,73,26,70,8.0,6,99,Urban,Manager,43965,1
474,Female,44,Bachelors,16,10,90,66,79,1.0,4,40,Urban,Manager,144347,0
475,Male,26,Bachelors,8,99,1,25,73,5.0,5,99,Urban,Software Engineer,54781,0
476,Other,48,Masters,16,78,20,71,10,5.0,4,99,Urban,Data Analyst,92809,1
477,Male,32,Masters,10,8,28,50,7,3.0,1,82,Rural,Software Engineer,73755,0
478,Male,49,Bachelors,11,60,80,6,6,3.0,2,15,Semi-Urban,Software Engineer,97872,0
479,Other,54,Bachelors,12,57,70,91,34,3.0,6,68,Rural,Software Engineer,76795,1
480,Male,38,High School,19,64,66,38,50,5.0,0,48,Urban,Manager,87803,0
481,Female,53,Diploma,3,11,66,74,84,3.0,3,29,Urban,HR Executive,51257,0
482,Female,30,Bachelors,2,43,24,66,38,2.0,5,85,Rural,Software Engineer,93975,0
483,Male,29,Bachelors,1,84,38,90,8,1.0,4,78,Rural,Data Analyst,70981,1
484,Female,58,High School,17,25,71,4,5,6.0,5,14,Semi-Urban,ML Engineer,47590,0
485,Male,58,Diploma,9,73,50,35,49,0.0,4,59,Urban,Manager,70211,0
486,Female,42,Masters,3,57,57,36,74,3.0,6,51,Urban,Manager,140116,0
487,Male,33,Masters,3,22,91,51,97,3.0,1,43,Urban,Manager,36279,0
488,Male,36,PhD,0,81,48,97,10,9.0,6,95,Urban,HR Executive,83102,1
489,Other,56,Diploma,11,44,47,66,46,9.0,4,83,Semi-Urban,ML Engineer,122516,0
490,Female,51,High School,7,38,53,58,77,4.0,4,1,Urban,Manager,111602,0
491,Male,21,Bachelors,15,59,24,63,85,3.0,7,15,Rural,ML Engineer,94932,0
492,Female,27,Diploma,7,22,32,64,45,3.0,1,89,Urban,Software Engineer,84340,0
493,Male,42,Bachelors,13,90,88,32,86,6.0,1,14,Urban,Software Engineer,87716,0
494,Male,50,Bachelors,13,38,20,43,14,6.0,4,53,Urban,Software Engineer,127855,0
495,Male,41,High School,13,0,13,67,69,0.0,1,34,Urban,Manager,24387,0
496,Male,52,Diploma,9,33,1,45,43,5.0,0,1,Rural,Software Engineer,88776,0
497,Male,22,Bachelors,2,33,87,30,14,1.0,4,30,Rural,Manager,90816,0
498,Male,49,Masters,10,16,98,55,21,3.0,6,37,Rural,HR Executive,77583,0
499,Other,21,Diploma,3,44,88,46,25,0.0,2,95,Urban,Software Engineer,148072,1
500,Other,49,Masters,11,56,81,6,60,7.0,7,54,Urban,ML Engineer,86136,0
501,Female,41,High School,15,69,40,24,34,5.0,7,19,Semi-Urban,Data Analyst,84649,0
502,Male,37,Diploma,15,28,76,80,17,7.0,7,40,Urban,Data Analyst,126396,0
503,Male,43,Diploma,8,91,71,56,23,4.0,5,78,Semi-Urban,Manager,65869,1
504,Female,36,Bachelors,11,33,51,17,57,1.0,6,69,Urban,Data Analyst,138596,0
505,Female,25,Diploma,15,91,15,9,80,8.0,7,43,Semi-Urban,HR Executive,128086,0
506,Male,33,Diploma,15,92,16,72,46,6.0,0,61,Urban,Manager,111700,1
507,Female,37,Bachelors,1,97,27,53,95,3.0,0,43,Rural,Manager,55884,0
508,Female,30,Bachelors,1,17,32,59,25,4.0,0,62,Urban,HR Executive,116031,0
509,Female,40,Diploma,6,82,78,52,19,2.0,6,92,Urban,Software Engineer,103723,1
510,Female,51,Diploma,16,21,69,30,66,0.0,3,41,Urban,HR Executive,103927,0
511,Female,45,Bachelors,11,7,91,20,82,3.0,2,97,Urban,Manager,144534,0
512,Male,40,PhD,3,79,80,57,67,0.0,4,42,Semi-Urban,Data Analyst,131676,1
513,Female,58,High School,18,75,20,62,30,9.0,5,31,Urban,Manager,140497,0
514,Female,53,Masters,7,66,2,24,41,8.0,3,76,Rural,ML Engineer,68053,0
515,Male,25,High School,3,12,2,28,77,7.0,2,53,Rural,Manager,83606,0
516,Male,41,Bachelors,16,26,78,31,41,2.0,5,98,Semi-Urban,Manager,124907,0
517,Male,30,High School,17,54,47,73,31,4.0,3,73,Urban,Data Analyst,49133,1
518,Female,40,Bachelors,2,67,2,87,23,9.0,6,38,Semi-Urban,HR Executive,95094,0
519,Other,45,Bachelors,3,46,8,87,59,1.0,3,86,Rural,ML Engineer,122681,0
520,Male,53,Bachelors,0,2,58,5,48,9.0,7,82,Semi-Urban,HR Executive,59336,0
521,Male,34,Bachelors,12,88,86,28,58,6.0,2,63,Urban,ML Engineer,60312,1
522,Male,50,Masters,18,62,32,54,16,3.0,2,32,Rural,HR Executive,45576,0
523,Other,26,Masters,13,65,1,97,97,9.0,2,54,Semi-Urban,Manager,37355,0
524,Female,32,Diploma,4,79,45,92,92,6.0,1,85,Semi-Urban,ML Engineer,74142,1
525,Female,40,Bachelors,1,52,33,83,39,0.0,1,1,Rural,Manager,92745,0
526,Male,33,Bachelors,1,71,42,24,80,0.0,0,49,Urban,Software Engineer,104446,0
527,Male,55,Bachelors,0,60,80,33,57,4.0,0,9,Urban,ML Engineer,42218,0
528,Male,48,Masters,2,30,14,0,15,3.0,5,37,Rural,Manager,47069,0
529,Male,24,Masters,3,8,2,72,71,5.0,0,7,Urban,ML Engineer,48125,0
530,Female,45,Masters,2,42,56,33,6,5.0,1,59,Urban,Manager,65316,0
531,Female,31,Bachelors,15,42,45,87,54,9.0,4,61,Rural,Manager,147187,0
532,Other,47,Bachelors,3,43,78,67,30,7.0,5,50,Urban,HR Executive,117260,0
533,Other,59,Masters,0,57,29,4,53,0.0,2,80,Urban,Manager,30636,0
534,Male,25,Masters,1,84,52,21,31,2.0,7,28,Semi-Urban,Software Engineer,45819,0
535,Female,37,Bachelors,14,17,84,8,27,8.0,1,18,Semi-Urban,HR Executive,56180,0
536,Female,56,Bachelors,2,98,15,98,27,6.0,1,87,Urban,Manager,68973,1
537,Female,55,Bachelors,18,66,50,43,1,8.0,4,94,Urban,Manager,144455,1
538,Male,49,Bachelors,8,1,15,0,50,1.0,3,3,Urban,Data Analyst,62121,0
539,Male,37,Diploma,18,38,41,51,98,2.0,3,95,Rural,Manager,138155,0
540,Male,41,Bachelors,1,58,7,2,51,5.0,4,40,Urban,ML Engineer,38940,0
541,Other,23,Bachelors,18,38,97,55,1,9.0,0,19,Urban,HR Executive,84814,0
542,Female,24,Masters,0,71,89,40,53,8.0,4,54,Rural,ML Engineer,51084,1
543,Male,39,Bachelors,12,21,13,57,80,6.0,1,26,Urban,Software Engineer,56827,0
544,Female,57,Bachelors,13,16,86,47,6,9.0,4,62,Urban,Manager,35267,0
545,Female,33,Bachelors,10,49,72,16,23,4.0,4,2,Rural,Software Engineer,148167,0
546,Male,23,High School,10,27,53,70,79,6.0,3,36,Urban,ML Engineer,138025,0
547,Male,27,High School,17,89,33,55,8,9.0,7,94,Urban,HR Executive,54488,1
548,Female,39,High School,0,26,60,94,37,9.0,5,62,Semi-Urban,Data Analyst,124743,1
549,Male,57,Masters,8,1,36,4,21,0.0,1,62,Urban,HR Executive,39152,0
550,Female,35,Masters,11,79,85,64,26,3.0,4,56,Urban,HR Executive,119289,1
551,Male,52,Bachelors,10,31,42,33,18,2.0,2,69,Urban,Manager,72224,0
552,Female,39,Masters,9,10,58,50,93,7.0,1,29,Urban,ML Engineer,109805,0
553,Male,51,Diploma,12,33,50,71,43,8.0,6,47,Semi-Urban,ML Engineer,28491,0
554,Male,35,Bachelors,19,8,94,13,21,1.0,5,5,Urban,HR Executive,86468,0
555,Female,37,High School,11,23,90,35,49,1.0,5,17,Urban,HR Executive,133654,0
556,Male,37,Bachelors,10,7,57,64,45,2.0,5,78,Urban,Software Engineer,59533,0
557,Male,42,Diploma,15,46,74,33,17,9.0,5,49,Semi-Urban,Manager,95507,0
558,Male,52,Bachelors,18,18,50,36,23,3.0,3,82,Semi-Urban,Manager,89833,0
559,Female,55,Masters,13,56,94,67,58,4.0,0,33,Urban,ML Engineer,146123,1
560,Female,51,Bachelors,15,54,58,29,6,1.0,5,47,Urban,HR Executive,41349,0
561,Female,39,PhD,3,97,86,65,26,2.0,5,91,Urban,Data Analyst,70966,1
562,Male,52,Bachelors,14,17,61,39,18,0.0,7,4,Rural,Manager,80607,0
563,Male,40,Bachelors,0,29,61,38,77,1.0,4,70,Rural,ML Engineer,123118,0
564,Male,29,Bachelors,1,72,7,89,32,6.0,4,68,Semi-Urban,Software Engineer,77995,1
565,Male,24,Masters,4,96,75,9,65,4.0,4,75,Rural,ML Engineer,38085,1
566,Male,29,Bachelors,17,99,36,69,67,6.0,7,94,Urban,HR Executive,81967,1
567,Male,30,Masters,11,65,47,70,26,3.0,0,46,Rural,HR Executive,70705,0
568,Male,51,Bachelors,0,27,20,28,5,3.0,0,19,Urban,ML Engineer,88747,0
569,Female,56,Bachelors,10,86,85,46,97,8.0,0,37,Urban,HR Executive,70284,1
570,Male,53,Bachelors,5,90,4,49,63,5.0,4,23,Urban,Manager,117544,0
571,Male,43,Diploma,17,54,92,59,23,7.0,1,39,Urban,HR Executive,106130,1
572,Female,33,Diploma,15,82,73,15,84,3.0,5,3,Rural,Software Engineer,28307,0
573,Male,52,Bachelors,18,59,90,7,98,6.0,4,16,Rural,Manager,103894,0
574,Female,45,Bachelors,13,83,76,10,55,3.0,3,69,Urban,Manager,73309,0
575,Female,44,Diploma,4,23,93,93,31,3.0,5,15,Semi-Urban,Software Engineer,132777,0
576,Female,56,Bachelors,1,8,39,47,21,8.0,7,64,Semi-Urban,Software Engineer,45194,0
577,Male,46,Masters,1,16,15,69,80,3.0,7,15,Urban,Software Engineer,51267,0
578,Female,47,Diploma,7,2,66,6,21,7.0,6,36,Urban,Software Engineer,137395,0
579,Male,56,High School,10,83,13,93,88,3.0,4,59,Rural,HR Executive,54030,1
580,Male,52,Bachelors,0,19,34,49,49,7.0,4,70,Rural,HR Executive,101674,0
581,Male,47,Masters,8,64,92,14,88,4.0,2,71,Urban,ML Engineer,74629,1
582,Other,34,Bachelors,16,53,93,52,48,9.0,6,12,Urban,Data Analyst,50487,0
583,Male,35,Bachelors,2,9,1,67,28,8.0,5,43,Semi-Urban,Data Analyst,37488,0
584,Male,58,Bachelors,1,42,0,6,21,4.0,4,72,Urban,Manager,56680,0
585,Female,54,Diploma,15,84,37,52,60,0.0,7,68,Rural,Software Engineer,92964,1
586,Male,47,Diploma,15,33,61,50,9,1.0,5,97,Semi-Urban,Data Analyst,117186,1
587,Male,45,Bachelors,12,58,67,33,63,1.0,1,2,Urban,Manager,97239,0
588,Male,50,Bachelors,12,54,98,23,70,2.0,5,37,Rural,Data Analyst,95877,0
589,Male,53,Masters,14,69,78,20,80,1.0,1,34,Semi-Urban,Data Analyst,104155,0
590,Male,28,High School,18,86,50,9,49,1.0,4,36,Urban,Data Analyst,92473,0
591,Male,25,Diploma,11,76,64,82,79,9.0,6,81,Semi-Urban,Manager,62615,1
592,Female,34,Bachelors,18,4,4,82,41,7.0,3,84,Urban,Manager,64153,0
593,Male,53,PhD,2,57,90,20,52,0.0,3,53,Semi-Urban,HR Executive,137901,0
594,Male,41,Masters,19,10,11,36,7,3.0,2,64,Urban,Software Engineer,97423,0
595,Female,53,Bachelors,5,81,95,1,18,3.0,4,29,Rural,Manager,41404,0
596,Male,49,High School,2,53,80,29,40,1.0,4,49,Rural,HR Executive,74429,0
597,Female,29,Diploma,5,43,48,98,87,9.0,2,64,Rural,ML Engineer,141220,1
598,Male,47,Masters,5,80,29,23,37,2.0,5,33,Urban,Manager,147508,0
599,Male,50,High School,9,95,46,41,74,9.0,2,81,Urban,Data Analyst,80750,1
600,Male,29,Bachelors,14,89,59,88,25,5.0,1,8,Rural,Software Engineer,78825,1
601,Male,52,Masters,3,73,35,45,23,0.0,6,19,Urban,Software Engineer,67360,0
